transcript_id	U2-GT/AG	U2-nc-GC/AG	U12-AT/AC	unknown
MSTRG.30933.51	1	0	0	0
MSTRG.30951.1	1	0	0	0
MSTRG.30952.102	1	0	0	0
MSTRG.30952.103	1	0	0	0
MSTRG.30952.105	0	0	0	1
MSTRG.30952.106	1	0	0	0
MSTRG.30952.107	1	0	0	0
MSTRG.30952.89	1	0	0	0
MSTRG.30952.93	1	0	0	0
MSTRG.30952.97	0	0	0	1
MSTRG.30984.29	1	0	0	0
MSTRG.31010.43	0	1	0	0
MSTRG.31044.2	1	0	0	0
MSTRG.31044.26	1	0	0	0
MSTRG.31044.28	1	0	0	0
MSTRG.31044.3	1	0	0	0
MSTRG.31044.33	1	0	0	0
MSTRG.31044.37	0	1	0	0
MSTRG.31065.10	1	0	0	0
MSTRG.31065.11	1	0	0	0
MSTRG.31083.1	0	1	0	0
MSTRG.31144.7	0	0	0	1
MSTRG.31178.13	0	0	0	1
MSTRG.31178.17	1	0	0	0
MSTRG.31193.48	0	0	0	1
MSTRG.31232.10	1	0	0	0
MSTRG.31479.6	0	0	0	1
MSTRG.31678.19	1	0	0	0
MSTRG.31678.34	1	0	0	0
MSTRG.3181.9	1	0	0	0
MSTRG.31957.67	0	1	0	0
MSTRG.31957.70	0	0	0	1
MSTRG.31986.19	0	1	0	0
MSTRG.31991.8	0	0	1	0
MSTRG.32044.9	1	0	0	0
MSTRG.32194.20	0	1	0	0
MSTRG.32194.21	0	1	0	0
MSTRG.32194.29	0	1	0	0
MSTRG.32194.30	0	1	0	0
MSTRG.32194.49	1	0	0	0
MSTRG.32194.55	1	0	0	0
MSTRG.32241.3	1	0	0	0
MSTRG.32244.8	0	1	0	0
MSTRG.32270.37	1	0	0	0
MSTRG.32282.2	0	1	0	0
MSTRG.32282.4	1	0	0	0
MSTRG.32297.10	0	1	0	0
MSTRG.32314.6	1	0	0	0
MSTRG.32443.60	1	0	0	0
MSTRG.32456.10	0	1	0	0
MSTRG.32456.13	1	0	0	0
MSTRG.32456.15	1	0	0	0
MSTRG.32456.16	1	0	0	0
MSTRG.32456.17	0	1	0	0
MSTRG.32456.3	1	0	0	0
MSTRG.32480.17	0	1	0	0
MSTRG.32480.5	1	0	0	0
MSTRG.32516.10	0	1	0	0
MSTRG.32516.15	0	1	0	0
MSTRG.32516.3	0	1	0	0
MSTRG.32516.4	0	1	0	0
MSTRG.32524.2	1	0	0	0
MSTRG.32524.9	1	0	0	0
MSTRG.32535.10	1	0	0	0
MSTRG.32535.12	1	0	0	0
MSTRG.32552.99	0	1	0	0
MSTRG.32565.10	0	0	0	1
MSTRG.32643.1	0	0	0	1
MSTRG.32643.10	0	0	0	1
MSTRG.32643.11	1	0	0	0
MSTRG.32643.13	0	0	0	1
MSTRG.32643.14	0	0	0	1
MSTRG.32643.15	0	0	0	1
MSTRG.32643.2	0	0	0	1
MSTRG.32643.3	1	0	0	0
MSTRG.32643.5	0	0	0	1
MSTRG.32643.7	0	0	0	1
MSTRG.32669.13	0	1	0	0
MSTRG.32670.15	1	0	0	0
MSTRG.32676.31	1	0	0	0
MSTRG.32693.1	1	0	0	0
MSTRG.32693.2	1	0	0	0
MSTRG.32785.4	1	0	0	0
MSTRG.32785.7	1	0	0	0
MSTRG.32847.25	0	1	0	0
MSTRG.32848.58	1	0	0	0
MSTRG.32925.3	1	0	0	0
MSTRG.32994.1	1	0	0	0
MSTRG.32994.3	1	0	0	0
MSTRG.32994.6	1	0	0	0
MSTRG.33006.31	1	0	0	0
MSTRG.33069.11	1	0	0	0
MSTRG.33069.8	1	0	0	0
MSTRG.33128.59	1	0	0	0
MSTRG.33130.8	1	0	0	0
MSTRG.33133.9	1	0	0	0
MSTRG.33165.14	1	0	0	0
MSTRG.33165.17	1	0	0	0
MSTRG.33165.23	1	0	0	0
MSTRG.33169.16	1	0	0	0
MSTRG.33169.19	1	0	0	0
MSTRG.33169.2	1	0	0	0
MSTRG.33174.12	0	0	0	1
MSTRG.33174.61	1	0	0	0
MSTRG.33180.66	1	0	0	0
MSTRG.33182.13	0	0	0	1
MSTRG.33309.28	0	1	0	0
MSTRG.33376.92	1	0	0	0
MSTRG.33376.96	1	0	0	0
MSTRG.33388.10	1	0	0	0
MSTRG.33388.11	0	1	0	0
MSTRG.33388.12	1	0	0	0
MSTRG.33388.13	1	0	0	0
MSTRG.33388.14	1	0	0	0
MSTRG.33388.15	1	0	0	0
MSTRG.33388.16	1	0	0	0
MSTRG.33388.17	1	0	0	0
MSTRG.33388.18	1	0	0	0
MSTRG.33388.5	0	1	0	0
MSTRG.33388.6	1	0	0	0
MSTRG.33388.7	1	0	0	0
MSTRG.33388.9	1	0	0	0
MSTRG.33620.14	0	1	0	0
MSTRG.33648.5	0	1	0	0
MSTRG.33648.7	0	1	0	0
MSTRG.33732.8	0	1	0	0
MSTRG.33745.2	1	0	0	0
MSTRG.33778.24	1	0	0	0
MSTRG.33778.38	1	0	0	0
MSTRG.33872.10	1	0	0	0
MSTRG.33872.3	1	0	0	0
MSTRG.33872.6	0	1	0	0
MSTRG.33959.19	1	0	0	0
MSTRG.33959.20	1	0	0	0
MSTRG.33977.1	0	1	0	0
MSTRG.33994.10	1	0	0	0
MSTRG.33994.2	0	0	1	0
MSTRG.33994.3	0	1	0	0
MSTRG.33994.7	1	0	0	0
MSTRG.33994.8	1	0	0	0
MSTRG.34036.57	0	1	0	0
MSTRG.3406.11	0	0	0	1
MSTRG.3406.13	0	0	0	1
MSTRG.3406.14	0	0	0	1
MSTRG.3406.16	0	0	0	1
MSTRG.3406.19	0	0	0	1
MSTRG.3406.3	0	0	0	1
MSTRG.3406.6	0	0	0	1
MSTRG.3406.8	0	0	0	1
MSTRG.3406.9	0	0	0	1
MSTRG.34073.9	0	1	0	0
MSTRG.341.15	1	0	0	0
MSTRG.34122.73	1	0	0	0
MSTRG.34132.8	1	0	0	0
MSTRG.34136.1	1	0	0	0
MSTRG.34136.4	1	0	0	0
MSTRG.34139.24	1	0	0	0
MSTRG.34139.25	1	0	0	0
MSTRG.34139.26	1	0	0	0
MSTRG.34139.29	1	0	0	0
MSTRG.34139.30	1	0	0	0
MSTRG.34139.35	1	0	0	0
MSTRG.34148.3	0	1	0	0
MSTRG.34148.6	0	1	0	0
MSTRG.34148.7	1	0	0	0
MSTRG.34155.11	1	0	0	0
MSTRG.34155.2	1	0	0	0
MSTRG.34155.4	1	0	0	0
MSTRG.34156.8	1	0	0	0
MSTRG.34171.2	1	0	0	0
MSTRG.34182.10	0	1	0	0
MSTRG.34182.13	0	1	0	0
MSTRG.34182.8	0	1	0	0
MSTRG.3425.10	0	1	0	0
MSTRG.3425.4	1	0	0	0
MSTRG.34251.2	0	1	0	0
MSTRG.34251.7	0	1	0	0
MSTRG.34366.10	1	0	0	0
MSTRG.34366.3	1	0	0	0
MSTRG.34366.5	1	0	0	0
MSTRG.34366.6	1	0	0	0
MSTRG.34431.17	1	0	0	0
MSTRG.34431.61	1	0	0	0
MSTRG.34431.66	1	0	0	0
MSTRG.34437.57	1	0	0	0
MSTRG.34522.9	1	0	0	0
MSTRG.34542.50	0	0	0	1
MSTRG.34689.8	1	0	0	0
MSTRG.347.5	1	0	0	0
MSTRG.347.6	1	0	0	0
MSTRG.347.7	1	0	0	0
MSTRG.34728.3	1	0	0	0
MSTRG.34728.4	1	0	0	0
MSTRG.3475.2	0	1	0	0
MSTRG.34788.1	1	0	0	0
MSTRG.34833.11	1	0	0	0
MSTRG.34838.20	1	0	0	0
MSTRG.35003.25	1	0	0	0
MSTRG.35021.2	0	0	0	1
MSTRG.3510.12	0	0	0	1
MSTRG.3510.13	0	0	0	1
MSTRG.3510.15	0	0	0	1
MSTRG.3517.20	0	0	0	1
MSTRG.3517.34	0	0	0	1
MSTRG.35540.3	1	0	0	0
MSTRG.3556.4	0	1	0	0
MSTRG.35608.6	1	0	0	0
MSTRG.35608.8	1	0	0	0
MSTRG.35806.13	1	0	0	0
MSTRG.35845.3	1	0	0	0
MSTRG.35856.21	1	0	0	0
MSTRG.35900.28	0	0	1	0
MSTRG.35900.9	1	0	0	0
MSTRG.35907.3	0	0	0	1
MSTRG.35969.3	1	0	0	0
MSTRG.36018.6	1	0	0	0
MSTRG.36251.2	1	0	0	0
MSTRG.36388.12	0	0	0	1
MSTRG.36388.17	1	0	0	0
MSTRG.36388.8	1	0	0	0
MSTRG.36390.3	1	0	0	0
MSTRG.36390.4	1	0	0	0
MSTRG.36390.5	1	0	0	0
MSTRG.36390.6	1	0	0	0
MSTRG.36473.18	1	0	0	0
MSTRG.36473.30	0	1	0	0
MSTRG.36479.1	1	0	0	0
MSTRG.36481.2	0	0	0	1
MSTRG.36494.22	1	0	0	0
MSTRG.36511.2	0	1	0	0
MSTRG.36511.4	0	1	0	0
MSTRG.36511.5	0	1	0	0
MSTRG.36513.64	0	1	0	0
MSTRG.3653.10	0	0	0	1
MSTRG.36546.36	1	0	0	0
MSTRG.36546.5	1	0	0	0
MSTRG.36559.21	0	1	0	0
MSTRG.36559.23	0	1	0	0
MSTRG.36568.30	0	1	0	0
MSTRG.36602.1	0	1	0	0
MSTRG.36602.10	0	1	0	0
MSTRG.36612.22	1	0	0	0
MSTRG.36621.1	1	0	0	0
MSTRG.36621.8	1	0	0	0
MSTRG.36627.4	0	1	0	0
MSTRG.36627.8	0	1	0	0
MSTRG.36645.5	1	0	0	0
MSTRG.36663.5	0	1	0	0
MSTRG.36793.11	1	0	0	0
MSTRG.36806.1	1	0	0	0
MSTRG.36817.25	0	1	0	0
MSTRG.36827.15	1	0	0	0
MSTRG.36920.3	1	0	0	0
MSTRG.36945.9	0	0	0	1
MSTRG.36970.27	1	0	0	0
MSTRG.36970.34	1	0	0	0
MSTRG.37042.7	0	1	0	0
MSTRG.37065.5	1	0	0	0
MSTRG.37069.10	0	1	0	0
MSTRG.37069.15	0	1	0	0
MSTRG.37084.26	1	0	0	0
MSTRG.37207.17	1	0	0	0
MSTRG.37235.26	1	0	0	0
MSTRG.37243.1	1	0	0	0
MSTRG.37243.8	1	0	0	0
MSTRG.37243.9	0	1	0	0
MSTRG.37244.11	0	1	0	0
MSTRG.37245.5	0	1	0	0
MSTRG.37271.6	0	1	0	0
MSTRG.37290.6	0	1	0	0
MSTRG.37356.1	1	0	0	0
MSTRG.37356.35	1	0	0	0
MSTRG.37356.6	0	1	0	0
MSTRG.37356.7	1	0	0	0
MSTRG.37443.12	0	0	0	1
MSTRG.37446.3	1	0	0	0
MSTRG.37466.6	1	0	0	0
MSTRG.37479.8	1	0	0	0
MSTRG.37527.5	1	0	0	0
MSTRG.37901.1	0	1	0	0
MSTRG.37901.10	0	1	0	0
MSTRG.37901.5	0	1	0	0
MSTRG.37901.7	1	0	0	0
MSTRG.37902.1	0	1	0	0
MSTRG.37906.17	1	0	0	0
MSTRG.37906.8	0	1	0	0
MSTRG.38052.5	1	0	0	0
MSTRG.38099.11	0	0	0	1
MSTRG.38102.34	0	0	0	1
MSTRG.38112.1	0	0	0	1
MSTRG.38112.12	0	0	0	1
MSTRG.38112.14	0	0	0	1
MSTRG.38123.15	0	0	0	1
MSTRG.38244.27	1	0	0	0
MSTRG.38273.43	1	0	0	0
MSTRG.38274.1	0	0	0	1
MSTRG.38274.10	0	1	0	0
MSTRG.38274.12	0	0	0	1
MSTRG.38274.16	0	0	0	1
MSTRG.38274.2	0	0	0	1
MSTRG.38274.25	0	0	0	1
MSTRG.38274.3	0	0	0	1
MSTRG.38274.4	0	0	0	1
MSTRG.38274.5	0	0	0	1
MSTRG.38274.7	0	0	0	1
MSTRG.38274.8	0	0	0	1
MSTRG.38274.9	0	0	0	1
MSTRG.38299.12	1	0	0	0
MSTRG.38299.37	0	0	0	1
MSTRG.38299.6	0	0	0	1
MSTRG.38299.9	1	0	0	0
MSTRG.38308.12	0	0	0	1
MSTRG.38308.14	0	0	0	1
MSTRG.38308.15	0	0	1	0
MSTRG.38308.19	0	0	0	1
MSTRG.38308.20	0	0	0	1
MSTRG.38308.22	1	0	0	0
MSTRG.38382.3	1	0	0	0
MSTRG.38383.4	1	0	0	0
MSTRG.38412.4	0	0	0	1
MSTRG.38427.19	1	0	0	0
MSTRG.38427.2	1	0	0	0
MSTRG.38427.20	1	0	0	0
MSTRG.38427.21	0	1	0	0
MSTRG.38427.26	1	0	0	0
MSTRG.38427.3	1	0	0	0
MSTRG.38427.34	1	0	0	0
MSTRG.38427.36	1	0	0	0
MSTRG.38465.31	1	0	0	0
MSTRG.38479.1	1	0	0	0
MSTRG.38479.2	1	0	0	0
MSTRG.38511.34	0	0	0	1
MSTRG.38523.6	0	1	0	0
MSTRG.38656.26	1	0	0	0
MSTRG.38659.6	0	0	0	1
MSTRG.38734.7	0	0	0	1
MSTRG.38755.37	0	0	0	1
MSTRG.38772.1	0	1	0	0
MSTRG.38808.9	1	0	0	0
MSTRG.38820.20	0	0	0	1
MSTRG.38820.27	1	0	0	0
MSTRG.38820.30	1	0	0	0
MSTRG.38824.5	1	0	0	0
MSTRG.38830.7	0	1	0	0
MSTRG.38901.8	1	0	0	0
MSTRG.38948.8	1	0	0	0
MSTRG.38964.53	1	0	0	0
MSTRG.39003.17	1	0	0	0
MSTRG.39003.18	1	0	0	0
MSTRG.39003.26	1	0	0	0
MSTRG.39003.28	1	0	0	0
MSTRG.39003.31	1	0	0	0
MSTRG.39003.32	1	0	0	0
MSTRG.39003.36	1	0	0	0
MSTRG.39003.37	1	0	0	0
MSTRG.39003.41	1	0	0	0
MSTRG.39003.5	1	0	0	0
MSTRG.39003.6	1	0	0	0
MSTRG.39003.8	1	0	0	0
MSTRG.39023.10	0	1	0	0
MSTRG.39076.12	1	0	0	0
MSTRG.39079.12	0	1	0	0
MSTRG.39079.9	0	1	0	0
MSTRG.39166.13	1	0	0	0
MSTRG.39166.16	1	0	0	0
MSTRG.39166.17	1	0	0	0
MSTRG.39166.18	1	0	0	0
MSTRG.39166.19	1	0	0	0
MSTRG.39166.20	1	0	0	0
MSTRG.39166.21	1	0	0	0
MSTRG.39166.26	1	0	0	0
MSTRG.39166.27	1	0	0	0
MSTRG.39166.7	1	0	0	0
MSTRG.39166.9	1	0	0	0
MSTRG.39167.1	0	1	0	0
MSTRG.39174.15	1	0	0	0
MSTRG.39174.24	1	0	0	0
MSTRG.39174.26	1	0	0	0
MSTRG.39267.7	1	0	0	0
MSTRG.39282.2	0	1	0	0
MSTRG.39283.25	1	0	0	0
MSTRG.39329.50	0	1	0	0
MSTRG.39359.4	1	0	0	0
MSTRG.39478.15	1	0	0	0
MSTRG.39574.20	0	0	0	1
MSTRG.39574.3	1	0	0	0
MSTRG.39574.33	0	0	0	1
MSTRG.39852.7	1	0	0	0
MSTRG.39939.54	0	1	0	0
MSTRG.39943.3	0	0	0	1
MSTRG.39961.25	1	0	0	0
MSTRG.40151.1	0	0	0	1
MSTRG.40151.12	0	0	0	1
MSTRG.40151.13	0	0	0	1
MSTRG.40151.16	0	0	0	1
MSTRG.40182.6	1	0	0	0
MSTRG.40294.13	1	0	0	0
MSTRG.40315.33	0	0	0	1
MSTRG.40400.10	1	0	0	0
MSTRG.40489.18	1	0	0	0
MSTRG.40587.3	0	0	1	0
MSTRG.40591.2	1	0	0	0
MSTRG.40628.13	1	0	0	0
MSTRG.40628.2	1	0	0	0
MSTRG.40630.3	1	0	0	0
MSTRG.40647.19	1	0	0	0
MSTRG.40647.24	1	0	0	0
MSTRG.40647.7	1	0	0	0
MSTRG.40647.9	1	0	0	0
MSTRG.40875.7	1	0	0	0
MSTRG.40918.8	1	0	0	0
MSTRG.40918.9	1	0	0	0
MSTRG.40940.12	1	0	0	0
MSTRG.41023.2	1	0	0	0
MSTRG.41023.6	0	1	0	0
MSTRG.41078.20	1	0	0	0
MSTRG.41206.1	0	0	0	1
MSTRG.41206.12	0	0	0	1
MSTRG.41247.1	0	0	0	1
MSTRG.41374.14	1	0	0	0
MSTRG.41374.8	1	0	0	0
MSTRG.41429.10	0	1	0	0
MSTRG.41447.3	0	1	0	0
MSTRG.41484.29	0	0	0	1
MSTRG.41484.8	0	0	0	1
MSTRG.41599.11	1	0	0	0
MSTRG.4169.11	1	0	0	0
MSTRG.41700.2	1	0	0	0
MSTRG.41838.2	0	1	0	0
MSTRG.41894.2	1	0	0	0
MSTRG.42145.34	1	0	0	0
MSTRG.42166.6	1	0	0	0
MSTRG.4219.147	0	0	0	1
MSTRG.4219.153	1	0	0	0
MSTRG.4219.16	1	0	0	0
MSTRG.4219.18	1	0	0	0
MSTRG.4219.19	1	0	0	0
MSTRG.4219.21	0	1	0	0
MSTRG.4219.23	1	0	0	0
MSTRG.4219.26	1	0	0	0
MSTRG.4219.29	1	0	0	0
MSTRG.4219.34	1	0	0	0
MSTRG.4219.46	0	0	0	1
MSTRG.4219.48	1	0	0	0
MSTRG.4219.51	1	0	0	0
MSTRG.4219.53	1	0	0	0
MSTRG.4219.55	1	0	0	0
MSTRG.42231.1	1	0	0	0
MSTRG.42231.10	1	0	0	0
MSTRG.42231.14	1	0	0	0
MSTRG.42231.18	1	0	0	0
MSTRG.42231.24	1	0	0	0
MSTRG.42231.7	1	0	0	0
MSTRG.42231.9	1	0	0	0
MSTRG.42252.7	0	1	0	0
MSTRG.42291.27	1	0	0	0
MSTRG.42292.11	1	0	0	0
MSTRG.42292.13	1	0	0	0
MSTRG.42327.3	1	0	0	0
MSTRG.42334.17	0	0	0	1
MSTRG.42406.8	0	1	0	0
MSTRG.42406.9	0	1	0	0
MSTRG.42411.13	1	0	0	0
MSTRG.42411.5	1	0	0	0
MSTRG.42412.16	0	0	0	1
MSTRG.42641.32	1	0	0	0
MSTRG.43056.15	0	1	0	0
MSTRG.433.4	1	0	0	0
MSTRG.43536.1	0	1	0	0
MSTRG.4365.18	1	0	0	0
MSTRG.4365.19	1	0	0	0
MSTRG.438.3	1	0	0	0
MSTRG.43913.1	1	0	0	0
MSTRG.43913.4	1	0	0	0
MSTRG.4403.1	1	0	0	0
MSTRG.4403.2	1	0	0	0
MSTRG.4403.3	0	1	0	0
MSTRG.4403.4	1	0	0	0
MSTRG.4403.5	1	0	0	0
MSTRG.4403.6	1	0	0	0
MSTRG.44086.8	1	0	0	0
MSTRG.44227.13	1	0	0	0
MSTRG.44294.1	1	0	0	0
MSTRG.44294.10	1	0	0	0
MSTRG.44294.13	1	0	0	0
MSTRG.44294.5	1	0	0	0
MSTRG.44294.6	1	0	0	0
MSTRG.44294.7	1	0	0	0
MSTRG.4451.53	0	0	0	1
MSTRG.4451.55	1	0	0	0
MSTRG.44672.43	0	0	1	0
MSTRG.44672.82	0	0	1	0
MSTRG.44683.33	0	0	0	1
MSTRG.44683.35	0	0	0	1
MSTRG.44683.38	0	0	0	1
MSTRG.4474.26	1	0	0	0
MSTRG.4474.3	1	0	0	0
MSTRG.4474.31	1	0	0	0
MSTRG.4474.37	0	1	0	0
MSTRG.44778.28	0	0	0	1
MSTRG.4481.7	1	0	0	0
MSTRG.44867.4	1	0	0	0
MSTRG.44910.12	0	0	1	0
MSTRG.4495.10	0	0	0	1
MSTRG.4495.6	0	0	0	1
MSTRG.45038.7	0	1	0	0
MSTRG.45038.8	1	0	0	0
MSTRG.45048.11	1	0	0	0
MSTRG.45076.11	0	1	0	0
MSTRG.45076.5	0	1	0	0
MSTRG.45076.6	1	0	0	0
MSTRG.45076.8	0	1	0	0
MSTRG.4510.13	1	0	0	0
MSTRG.45117.26	1	0	0	0
MSTRG.45117.32	1	0	0	0
MSTRG.45130.1	1	0	0	0
MSTRG.45130.15	0	0	0	1
MSTRG.45130.16	0	0	0	1
MSTRG.45130.17	1	0	0	0
MSTRG.45130.18	1	0	0	0
MSTRG.45130.20	0	0	0	1
MSTRG.45130.24	0	0	0	1
MSTRG.45130.26	0	0	0	1
MSTRG.45134.4	0	0	0	1
MSTRG.4514.18	1	0	0	0
MSTRG.4514.8	1	0	0	0
MSTRG.45200.14	1	0	0	0
MSTRG.45207.2	1	0	0	0
MSTRG.45207.6	1	0	0	0
MSTRG.4521.1	0	0	0	1
MSTRG.4527.28	0	0	0	1
MSTRG.4527.39	0	0	0	1
MSTRG.45305.88	0	1	0	0
MSTRG.45449.4	1	0	0	0
MSTRG.4546.3	0	1	0	0
MSTRG.4546.8	0	1	0	0
MSTRG.45466.8	1	0	0	0
MSTRG.45488.2	0	1	0	0
MSTRG.45522.10	0	1	0	0
MSTRG.45522.11	1	0	0	0
MSTRG.45522.4	1	0	0	0
MSTRG.45531.18	1	0	0	0
MSTRG.45531.20	1	0	0	0
MSTRG.45552.17	0	0	0	1
MSTRG.45629.2	1	0	0	0
MSTRG.45629.3	1	0	0	0
MSTRG.45629.4	1	0	0	0
MSTRG.45629.5	1	0	0	0
MSTRG.4565.22	1	0	0	0
MSTRG.45717.8	1	0	0	0
MSTRG.45772.18	0	1	0	0
MSTRG.45812.2	1	0	0	0
MSTRG.45812.4	1	0	0	0
MSTRG.45816.5	0	1	0	0
MSTRG.45866.10	1	0	0	0
MSTRG.45866.11	1	0	0	0
MSTRG.45866.12	1	0	0	0
MSTRG.45866.16	1	0	0	0
MSTRG.45866.17	1	0	0	0
MSTRG.45866.18	1	0	0	0
MSTRG.45866.22	1	0	0	0
MSTRG.45866.25	1	0	0	0
MSTRG.45866.26	1	0	0	0
MSTRG.45866.3	1	0	0	0
MSTRG.45866.9	1	0	0	0
MSTRG.45870.8	0	1	0	0
MSTRG.45872.15	1	0	0	0
MSTRG.45877.8	0	1	0	0
MSTRG.4588.11	1	0	0	0
MSTRG.4588.12	0	1	0	0
MSTRG.4588.14	1	0	0	0
MSTRG.4588.15	0	0	1	0
MSTRG.45883.20	1	0	0	0
MSTRG.45883.33	1	0	0	0
MSTRG.45883.49	1	0	0	0
MSTRG.45883.53	1	0	0	0
MSTRG.45883.72	1	0	0	0
MSTRG.45891.5	0	1	0	0
MSTRG.45914.8	0	1	0	0
MSTRG.45944.21	1	0	0	0
MSTRG.45944.22	1	0	0	0
MSTRG.45944.28	1	0	0	0
MSTRG.45944.30	1	0	0	0
MSTRG.45944.33	1	0	0	0
MSTRG.45944.7	1	0	0	0
MSTRG.45990.46	1	0	0	0
MSTRG.45990.70	0	0	0	1
MSTRG.46015.10	1	0	0	0
MSTRG.46015.14	0	1	0	0
MSTRG.46015.3	0	1	0	0
MSTRG.46015.6	1	0	0	0
MSTRG.46028.6	0	1	0	0
MSTRG.46059.6	1	0	0	0
MSTRG.46072.8	0	1	0	0
MSTRG.46115.3	1	0	0	0
MSTRG.46115.7	0	1	0	0
MSTRG.46122.11	0	0	0	1
MSTRG.46334.11	1	0	0	0
MSTRG.46334.12	0	0	0	1
MSTRG.46334.14	0	1	0	0
MSTRG.46334.15	0	0	0	1
MSTRG.46381.11	1	0	0	0
MSTRG.464.10	1	0	0	0
MSTRG.464.27	1	0	0	0
MSTRG.464.29	1	0	0	0
MSTRG.464.36	1	0	0	0
MSTRG.464.48	1	0	0	0
MSTRG.464.53	1	0	0	0
MSTRG.464.8	1	0	0	0
MSTRG.46521.3	1	0	0	0
MSTRG.4671.3	0	1	0	0
MSTRG.46818.79	0	0	0	1
MSTRG.46818.8	0	0	0	1
MSTRG.46947.17	1	0	0	0
MSTRG.46947.4	1	0	0	0
MSTRG.46957.90	1	0	0	0
MSTRG.47028.20	0	0	1	0
MSTRG.47061.25	1	0	0	0
MSTRG.47061.28	0	0	0	1
MSTRG.47063.5	0	1	0	0
MSTRG.47084.1	0	1	0	0
MSTRG.47238.2	0	1	0	0
MSTRG.47309.6	1	0	0	0
MSTRG.47351.1	0	1	0	0
MSTRG.47373.11	1	0	0	0
MSTRG.47373.12	0	1	0	0
MSTRG.47373.13	0	1	0	0
MSTRG.47373.3	0	0	1	0
MSTRG.47421.11	0	0	0	1
MSTRG.47431.17	1	0	0	0
MSTRG.47433.13	1	0	0	0
MSTRG.47433.16	1	0	0	0
MSTRG.47573.10	0	1	0	0
MSTRG.47573.7	1	0	0	0
MSTRG.47573.8	1	0	0	0
MSTRG.47610.12	1	0	0	0
MSTRG.47610.13	1	0	0	0
MSTRG.47610.14	1	0	0	0
MSTRG.47610.15	1	0	0	0
MSTRG.47610.17	1	0	0	0
MSTRG.47610.19	1	0	0	0
MSTRG.47610.53	0	1	0	0
MSTRG.47610.9	1	0	0	0
MSTRG.47621.1	1	0	0	0
MSTRG.47647.2	0	0	0	1
MSTRG.4765.12	0	0	0	1
MSTRG.47723.4	1	0	0	0
MSTRG.47723.5	1	0	0	0
MSTRG.47772.1	1	0	0	0
MSTRG.47772.5	0	1	0	0
MSTRG.47777.8	0	0	0	1
MSTRG.4778.4	1	0	0	0
MSTRG.4778.5	1	0	0	0
MSTRG.4778.7	1	0	0	0
MSTRG.47889.6	0	1	0	0
MSTRG.47897.10	0	0	1	0
MSTRG.47897.8	1	0	0	0
MSTRG.47926.8	1	0	0	0
MSTRG.47953.14	1	0	0	0
MSTRG.47953.5	0	0	0	1
MSTRG.48106.10	0	1	0	0
MSTRG.48106.29	1	0	0	0
MSTRG.48106.5	1	0	0	0
MSTRG.48127.10	0	1	0	0
MSTRG.48135.1	0	1	0	0
MSTRG.48155.7	1	0	0	0
MSTRG.48155.9	1	0	0	0
MSTRG.4832.18	1	0	0	0
MSTRG.48652.6	0	0	0	1
MSTRG.48858.10	1	0	0	0
MSTRG.48879.13	0	1	0	0
MSTRG.48899.17	1	0	0	0
MSTRG.48899.21	1	0	0	0
MSTRG.49018.65	1	0	0	0
MSTRG.49054.11	0	0	0	1
MSTRG.49054.2	0	0	0	1
MSTRG.49054.5	0	0	0	1
MSTRG.49054.9	0	0	0	1
MSTRG.49062.15	1	0	0	0
MSTRG.49062.18	1	0	0	0
MSTRG.49062.21	1	0	0	0
MSTRG.49062.23	1	0	0	0
MSTRG.49062.24	1	0	0	0
MSTRG.49062.26	1	0	0	0
MSTRG.49062.28	1	0	0	0
MSTRG.49062.31	1	0	0	0
MSTRG.49062.4	1	0	0	0
MSTRG.49062.5	1	0	0	0
MSTRG.49062.6	1	0	0	0
MSTRG.49062.7	1	0	0	0
MSTRG.49122.2	1	0	0	0
MSTRG.49202.5	1	0	0	0
MSTRG.49227.16	1	0	0	0
MSTRG.49227.21	1	0	0	0
MSTRG.49227.22	1	0	0	0
MSTRG.49227.23	1	0	0	0
MSTRG.49227.29	0	1	0	0
MSTRG.49227.30	0	0	0	1
MSTRG.49246.54	1	0	0	0
MSTRG.49247.8	1	0	0	0
MSTRG.49253.14	1	0	0	0
MSTRG.49253.15	1	0	0	0
MSTRG.49253.34	0	1	0	0
MSTRG.49253.36	1	0	0	0
MSTRG.49253.37	1	0	0	0
MSTRG.49253.38	1	0	0	0
MSTRG.49253.4	1	0	0	0
MSTRG.49253.5	1	0	0	0
MSTRG.49259.12	1	0	0	0
MSTRG.49259.34	1	0	0	0
MSTRG.49259.40	1	0	0	0
MSTRG.49259.41	1	0	0	0
MSTRG.49260.17	1	0	0	0
MSTRG.49358.2	0	1	0	0
MSTRG.49364.34	0	1	0	0
MSTRG.49369.5	1	0	0	0
MSTRG.49371.19	1	0	0	0
MSTRG.49592.11	1	0	0	0
MSTRG.49592.12	1	0	0	0
MSTRG.49592.9	1	0	0	0
MSTRG.49632.21	1	0	0	0
MSTRG.49647.16	1	0	0	0
MSTRG.49676.10	0	1	0	0
MSTRG.49700.5	0	0	0	1
MSTRG.49700.50	1	0	0	0
MSTRG.49759.11	0	0	0	1
MSTRG.49778.2	1	0	0	0
MSTRG.49793.28	0	1	0	0
MSTRG.49819.4	1	0	0	0
MSTRG.49819.6	1	0	0	0
MSTRG.49938.2	1	0	0	0
MSTRG.49938.7	1	0	0	0
MSTRG.49938.8	0	0	0	1
MSTRG.50036.2	1	0	0	0
MSTRG.50094.4	1	0	0	0
