Length	transcript_id
4533	MSTRG.38511.34
25	MSTRG.38523.6
269	MSTRG.38656.26
23	MSTRG.38659.6
27	MSTRG.38734.7
52	MSTRG.38755.37
27	MSTRG.38772.1
5419	MSTRG.38808.9
55	MSTRG.38820.20
78	MSTRG.38820.27
87	MSTRG.38820.30
77	MSTRG.38824.5
152	MSTRG.38830.7
46	MSTRG.38901.8
41	MSTRG.38948.8
29	MSTRG.38964.53
3343	MSTRG.39003.17
2107	MSTRG.39003.18
34	MSTRG.39003.26
458	MSTRG.39003.28
3343	MSTRG.39003.31
782	MSTRG.39003.32
1297	MSTRG.39003.36
7769	MSTRG.39003.37
184	MSTRG.39003.41
53	MSTRG.39003.5
34	MSTRG.39003.6
53	MSTRG.39003.8
90	MSTRG.39023.10
24	MSTRG.39076.12
38	MSTRG.39079.12
103	MSTRG.39079.9
81	MSTRG.39166.13
77	MSTRG.39166.16
77	MSTRG.39166.17
99	MSTRG.39166.18
91	MSTRG.39166.19
79	MSTRG.39166.20
85	MSTRG.39166.21
523	MSTRG.39166.26
87	MSTRG.39166.27
91	MSTRG.39166.7
99	MSTRG.39166.9
189	MSTRG.39167.1
138	MSTRG.39174.15
5012	MSTRG.39174.24
11277	MSTRG.39174.26
899	MSTRG.39267.7
37	MSTRG.39282.2
1531	MSTRG.39283.25
23	MSTRG.39329.50
862	MSTRG.39359.4
637	MSTRG.39478.15
62	MSTRG.39574.20
130	MSTRG.39574.3
119	MSTRG.39574.33
24	MSTRG.39852.7
36	MSTRG.39939.54
66	MSTRG.39943.3
1104	MSTRG.39961.25
37	MSTRG.40151.1
49	MSTRG.40151.12
29	MSTRG.40151.13
99	MSTRG.40151.16
113	MSTRG.40182.6
33	MSTRG.40294.13
22	MSTRG.40315.33
51	MSTRG.40400.10
86	MSTRG.40489.18
27	MSTRG.40587.3
22	MSTRG.40591.2
39	MSTRG.40628.13
428	MSTRG.40628.2
634	MSTRG.40630.3
128	MSTRG.40647.19
1943	MSTRG.40647.24
1300	MSTRG.40647.7
1943	MSTRG.40647.9
22	MSTRG.40875.7
24	MSTRG.40918.8
24	MSTRG.40918.9
3099	MSTRG.40940.12
2125	MSTRG.41023.2
45	MSTRG.41023.6
102	MSTRG.41078.20
50	MSTRG.41206.1
70	MSTRG.41206.12
47	MSTRG.41247.1
25	MSTRG.41374.14
33	MSTRG.41374.8
136	MSTRG.41429.10
136	MSTRG.41447.3
26	MSTRG.41484.29
32	MSTRG.41484.8
245	MSTRG.41599.11
27	MSTRG.4169.11
141	MSTRG.41700.2
136	MSTRG.41838.2
1119	MSTRG.41894.2
1127	MSTRG.42145.34
506	MSTRG.42166.6
23	MSTRG.4219.147
66	MSTRG.4219.153
56	MSTRG.4219.16
37	MSTRG.4219.18
29	MSTRG.4219.19
505	MSTRG.4219.21
56	MSTRG.4219.23
28	MSTRG.4219.26
41	MSTRG.4219.29
70	MSTRG.4219.34
55	MSTRG.4219.46
77	MSTRG.4219.48
119	MSTRG.4219.51
152	MSTRG.4219.53
26	MSTRG.4219.55
7654	MSTRG.42231.1
83	MSTRG.42231.10
83	MSTRG.42231.14
83	MSTRG.42231.18
83	MSTRG.42231.24
672	MSTRG.42231.7
83	MSTRG.42231.9
1106	MSTRG.42252.7
1398	MSTRG.42291.27
5981	MSTRG.42292.11
7882	MSTRG.42292.13
279	MSTRG.42327.3
62	MSTRG.42334.17
29	MSTRG.42406.8
29	MSTRG.42406.9
2325	MSTRG.42411.13
2277	MSTRG.42411.5
32	MSTRG.42412.16
71	MSTRG.42641.32
41	MSTRG.43056.15
2568	MSTRG.433.4
133	MSTRG.43536.1
22	MSTRG.4365.18
65	MSTRG.4365.19
122	MSTRG.438.3
50	MSTRG.43913.1
50	MSTRG.43913.4
2417	MSTRG.4403.1
238	MSTRG.4403.2
27	MSTRG.4403.3
1935	MSTRG.4403.4
2696	MSTRG.4403.5
588	MSTRG.4403.6
27	MSTRG.44086.8
84	MSTRG.44227.13
1283	MSTRG.44294.1
1283	MSTRG.44294.10
1283	MSTRG.44294.13
1283	MSTRG.44294.5
1283	MSTRG.44294.6
1283	MSTRG.44294.7
43	MSTRG.4451.53
76	MSTRG.4451.55
69	MSTRG.44672.43
69	MSTRG.44672.82
74	MSTRG.44683.33
25	MSTRG.44683.35
117	MSTRG.44683.38
23	MSTRG.4474.26
31	MSTRG.4474.3
35	MSTRG.4474.31
32	MSTRG.4474.37
39	MSTRG.44778.28
89	MSTRG.4481.7
23	MSTRG.44867.4
24	MSTRG.44910.12
27	MSTRG.4495.10
22	MSTRG.4495.6
691	MSTRG.45038.7
1323	MSTRG.45038.8
54	MSTRG.45048.11
34	MSTRG.45076.11
50	MSTRG.45076.5
23	MSTRG.45076.6
43	MSTRG.45076.8
34	MSTRG.4510.13
287	MSTRG.45117.26
287	MSTRG.45117.32
25	MSTRG.45130.1
25	MSTRG.45130.15
34	MSTRG.45130.16
37	MSTRG.45130.17
24	MSTRG.45130.18
63	MSTRG.45130.20
34	MSTRG.45130.24
47	MSTRG.45130.26
28	MSTRG.45134.4
74	MSTRG.4514.18
109	MSTRG.4514.8
513	MSTRG.45200.14
38	MSTRG.45207.2
75	MSTRG.45207.6
25	MSTRG.4521.1
39	MSTRG.4527.28
37	MSTRG.4527.39
52	MSTRG.45305.88
39	MSTRG.45449.4
23	MSTRG.4546.3
23	MSTRG.4546.8
110	MSTRG.45466.8
108	MSTRG.45488.2
168	MSTRG.45522.10
30	MSTRG.45522.11
27	MSTRG.45522.4
8523	MSTRG.45531.18
8523	MSTRG.45531.20
24	MSTRG.45552.17
160	MSTRG.45629.2
62	MSTRG.45629.3
160	MSTRG.45629.4
56	MSTRG.45629.5
177	MSTRG.4565.22
69	MSTRG.45717.8
22	MSTRG.45772.18
42	MSTRG.45812.2
76	MSTRG.45812.4
32	MSTRG.45816.5
41	MSTRG.45866.10
162	MSTRG.45866.11
41	MSTRG.45866.12
41	MSTRG.45866.16
41	MSTRG.45866.17
81	MSTRG.45866.18
42	MSTRG.45866.22
81	MSTRG.45866.25
121	MSTRG.45866.26
41	MSTRG.45866.3
41	MSTRG.45866.9
57	MSTRG.45870.8
26	MSTRG.45872.15
128	MSTRG.45877.8
58	MSTRG.4588.11
35	MSTRG.4588.12
27	MSTRG.4588.14
28	MSTRG.4588.15
11696	MSTRG.45883.20
11696	MSTRG.45883.33
11696	MSTRG.45883.49
8351	MSTRG.45883.53
11696	MSTRG.45883.72
59	MSTRG.45891.5
96	MSTRG.45914.8
513	MSTRG.45944.21
513	MSTRG.45944.22
510	MSTRG.45944.28
513	MSTRG.45944.30
509	MSTRG.45944.33
510	MSTRG.45944.7
27	MSTRG.45990.46
1766	MSTRG.45990.70
166	MSTRG.46015.10
184	MSTRG.46015.14
41	MSTRG.46015.3
437	MSTRG.46015.6
26	MSTRG.46028.6
25	MSTRG.46059.6
400	MSTRG.46072.8
134	MSTRG.46115.3
34	MSTRG.46115.7
41	MSTRG.46122.11
29	MSTRG.46334.11
26	MSTRG.46334.12
86	MSTRG.46334.14
35	MSTRG.46334.15
2494	MSTRG.46381.11
214	MSTRG.464.10
203	MSTRG.464.27
214	MSTRG.464.29
217	MSTRG.464.36
214	MSTRG.464.48
217	MSTRG.464.53
214	MSTRG.464.8
84	MSTRG.46521.3
65	MSTRG.4671.3
29	MSTRG.46818.79
22	MSTRG.46818.8
377	MSTRG.46947.17
377	MSTRG.46947.4
90	MSTRG.46957.90
59	MSTRG.47028.20
192	MSTRG.47061.25
135	MSTRG.47061.28
40	MSTRG.47063.5
52	MSTRG.47084.1
74	MSTRG.47238.2
65	MSTRG.47309.6
109	MSTRG.47351.1
38	MSTRG.47373.11
78	MSTRG.47373.12
771	MSTRG.47373.13
74	MSTRG.47373.3
61	MSTRG.47421.11
63	MSTRG.47431.17
49888	MSTRG.47433.13
378	MSTRG.47433.16
197	MSTRG.47573.10
424	MSTRG.47573.7
433	MSTRG.47573.8
44	MSTRG.47610.12
44	MSTRG.47610.13
39	MSTRG.47610.14
44	MSTRG.47610.15
56	MSTRG.47610.17
41	MSTRG.47610.19
83	MSTRG.47610.53
86	MSTRG.47610.9
159	MSTRG.47621.1
83	MSTRG.47647.2
25	MSTRG.4765.12
3924	MSTRG.47723.4
3927	MSTRG.47723.5
41	MSTRG.47772.1
33	MSTRG.47772.5
36	MSTRG.47777.8
135	MSTRG.4778.4
27	MSTRG.4778.5
40	MSTRG.4778.7
212	MSTRG.47889.6
25	MSTRG.47897.10
301	MSTRG.47897.8
3556	MSTRG.47926.8
47	MSTRG.47953.14
30	MSTRG.47953.5
58	MSTRG.48106.10
805	MSTRG.48106.29
805	MSTRG.48106.5
86	MSTRG.48127.10
31	MSTRG.48135.1
210	MSTRG.48155.7
148	MSTRG.48155.9
50	MSTRG.4832.18
31	MSTRG.48652.6
27	MSTRG.48858.10
71	MSTRG.48879.13
16928	MSTRG.48899.17
16928	MSTRG.48899.21
4981	MSTRG.49018.65
127	MSTRG.49054.11
22	MSTRG.49054.2
24	MSTRG.49054.5
81	MSTRG.49054.9
8285	MSTRG.49062.15
805	MSTRG.49062.18
805	MSTRG.49062.21
8242	MSTRG.49062.23
805	MSTRG.49062.24
257	MSTRG.49062.26
8285	MSTRG.49062.28
805	MSTRG.49062.31
805	MSTRG.49062.4
8285	MSTRG.49062.5
805	MSTRG.49062.6
257	MSTRG.49062.7
491	MSTRG.49122.2
114	MSTRG.49202.5
364	MSTRG.49227.16
1236	MSTRG.49227.21
481	MSTRG.49227.22
688	MSTRG.49227.23
67	MSTRG.49227.29
29	MSTRG.49227.30
67	MSTRG.49246.54
77	MSTRG.49247.8
81	MSTRG.49253.14
45	MSTRG.49253.15
31	MSTRG.49253.34
94	MSTRG.49253.36
32	MSTRG.49253.37
849	MSTRG.49253.38
156	MSTRG.49253.4
132	MSTRG.49253.5
451	MSTRG.49259.12
451	MSTRG.49259.34
451	MSTRG.49259.40
451	MSTRG.49259.41
400	MSTRG.49260.17
43	MSTRG.49358.2
29	MSTRG.49364.34
55	MSTRG.49369.5
37	MSTRG.49371.19
1819	MSTRG.49592.11
113	MSTRG.49592.12
1949	MSTRG.49592.9
28	MSTRG.49632.21
19516	MSTRG.49647.16
49	MSTRG.49676.10
33	MSTRG.49700.5
402	MSTRG.49700.50
60	MSTRG.49759.11
3205	MSTRG.49778.2
1255	MSTRG.49793.28
38	MSTRG.49819.4
6847	MSTRG.49819.6
74	MSTRG.49938.2
36	MSTRG.49938.7
23	MSTRG.49938.8
2268	MSTRG.50036.2
696	MSTRG.50094.4
42	MSTRG.501.45
32	MSTRG.5014.13
25	MSTRG.50141.10
25	MSTRG.50141.8
44	MSTRG.50141.9
39	MSTRG.50163.41
75	MSTRG.50177.26
268	MSTRG.50197.3
2703	MSTRG.5026.18
141	MSTRG.50459.17
706	MSTRG.50470.10
686	MSTRG.50470.14
700	MSTRG.50470.15
700	MSTRG.50470.4
173	MSTRG.50470.5
73	MSTRG.50486.16
135	MSTRG.50486.20
29	MSTRG.50486.21
78	MSTRG.50494.10
26	MSTRG.50494.17
23	MSTRG.50494.30
29	MSTRG.50494.5
1581	MSTRG.50494.9
1399	MSTRG.50508.110
28	MSTRG.50540.15
23	MSTRG.50573.9
124	MSTRG.50576.2
119	MSTRG.50583.1
6833	MSTRG.50597.16
30	MSTRG.50624.3
42	MSTRG.50629.34
32	MSTRG.50652.2
59	MSTRG.50671.2
63	MSTRG.50677.53
35	MSTRG.50679.11
76	MSTRG.50679.12
71	MSTRG.50679.13
71	MSTRG.50679.15
50	MSTRG.50679.4
72	MSTRG.50679.7
24	MSTRG.50679.8
52	MSTRG.50679.9
433	MSTRG.50710.64
24	MSTRG.50735.27
239	MSTRG.50738.6
59	MSTRG.50752.2
57	MSTRG.50752.9
91	MSTRG.50759.8
32	MSTRG.5076.21
1990	MSTRG.5076.3
578	MSTRG.50763.3
1464	MSTRG.50828.11
866	MSTRG.50828.15
2564	MSTRG.50828.18
302	MSTRG.50828.3
302	MSTRG.50828.4
2898	MSTRG.50869.17
131	MSTRG.50905.8
143	MSTRG.51046.41
640	MSTRG.51047.27
241	MSTRG.51204.15
46	MSTRG.5128.23
1908	MSTRG.51398.6
190	MSTRG.51443.18
45	MSTRG.51447.14
25	MSTRG.51447.4
50	MSTRG.51447.8
2137	MSTRG.5146.1
46	MSTRG.5146.5
32	MSTRG.5146.6
41	MSTRG.51464.8
100	MSTRG.51464.9
565	MSTRG.51580.2
112	MSTRG.51600.2
32	MSTRG.51679.12
22	MSTRG.51679.13
27	MSTRG.51679.14
37	MSTRG.51679.17
1171	MSTRG.51679.18
727	MSTRG.51679.21
1171	MSTRG.51679.22
1171	MSTRG.51679.9
45	MSTRG.51756.14
89	MSTRG.51817.21
23	MSTRG.51901.18
38	MSTRG.51901.22
35	MSTRG.52023.28
278	MSTRG.52132.11
22	MSTRG.52132.12
40	MSTRG.52132.13
4609	MSTRG.52132.3
1544	MSTRG.52132.7
2671	MSTRG.52132.8
70	MSTRG.52183.29
1885	MSTRG.52240.1
1374	MSTRG.52322.4
1214	MSTRG.52326.1
1214	MSTRG.52326.9
28	MSTRG.52334.2
24	MSTRG.52334.3
28	MSTRG.52418.113
28	MSTRG.52418.114
34	MSTRG.52427.16
38	MSTRG.52427.18
32	MSTRG.52427.23
34	MSTRG.52427.25
29	MSTRG.52427.27
87	MSTRG.52427.28
47	MSTRG.52427.30
41	MSTRG.52427.32
1678	MSTRG.52456.37
22	MSTRG.52463.12
38	MSTRG.52463.14
26	MSTRG.52463.15
100	MSTRG.52468.15
100	MSTRG.52468.2
160	MSTRG.52503.1
702	MSTRG.52538.1
116	MSTRG.52563.2
262	MSTRG.52588.11
96	MSTRG.52588.13
84	MSTRG.52588.4
33	MSTRG.52607.1
47	MSTRG.52607.2
2672	MSTRG.52682.4
43	MSTRG.52731.1
38	MSTRG.52872.3
1168	MSTRG.52939.53
36	MSTRG.53226.5
25	MSTRG.53226.9
1890	MSTRG.53375.10
43	MSTRG.53603.11
1407	MSTRG.53634.1
33	MSTRG.53644.10
25	MSTRG.53644.11
34	MSTRG.53644.8
208	MSTRG.53644.9
573	MSTRG.53645.9
1142	MSTRG.53652.8
28	MSTRG.53662.1
58	MSTRG.53763.1
22	MSTRG.53777.60
28	MSTRG.53779.36
48	MSTRG.53786.10
46	MSTRG.53786.12
37	MSTRG.53786.17
24	MSTRG.53786.6
5558	MSTRG.53804.13
806	MSTRG.53804.24
5480	MSTRG.53804.34
49	MSTRG.53832.2
87	MSTRG.53900.6
2850	MSTRG.53996.11
524	MSTRG.53996.14
763	MSTRG.53996.3
922	MSTRG.53996.7
74	MSTRG.53996.8
24	MSTRG.54091.16
161	MSTRG.54091.6
46	MSTRG.54096.13
32	MSTRG.5411.73
33	MSTRG.54126.1
27	MSTRG.54126.17
98	MSTRG.54126.2
48	MSTRG.54185.25
38	MSTRG.54195.11
23	MSTRG.5425.30
85	MSTRG.543.10
34	MSTRG.54377.20
31	MSTRG.5467.13
112	MSTRG.5467.2
48	MSTRG.5467.3
58	MSTRG.5467.8
487	MSTRG.54687.4
5663	MSTRG.54776.11
709	MSTRG.54776.12
225	MSTRG.54776.13
142	MSTRG.54846.1
24	MSTRG.54870.6
604	MSTRG.54872.10
120	MSTRG.54872.2
4806	MSTRG.54872.5
54	MSTRG.54888.1
25	MSTRG.54936.15
60	MSTRG.54971.4
87	MSTRG.54971.8
25	MSTRG.55176.14
28	MSTRG.55243.13
113	MSTRG.55458.41
26	MSTRG.55474.4
22	MSTRG.5556.4
66	MSTRG.55618.2
76	MSTRG.55649.27
6085	MSTRG.55658.2
24	MSTRG.55658.4
141	MSTRG.55668.5
162	MSTRG.55668.8
755	MSTRG.55678.6
206	MSTRG.5582.1
1251	MSTRG.5582.3
60	MSTRG.55839.8
62	MSTRG.55869.6
1479	MSTRG.55960.1
4632	MSTRG.56109.45
335	MSTRG.56118.16
335	MSTRG.56118.8
3371	MSTRG.56143.5
968	MSTRG.56154.14
968	MSTRG.56154.32
63	MSTRG.56168.9
34	MSTRG.56171.222
419	MSTRG.56188.34
669	MSTRG.56196.1
28	MSTRG.56209.11
28	MSTRG.56209.12
116	MSTRG.56211.18
23	MSTRG.56230.1
396	MSTRG.56241.1
2425	MSTRG.56241.2
57	MSTRG.56355.10
98	MSTRG.56355.11
110	MSTRG.56355.17
85	MSTRG.56367.3
327	MSTRG.56367.4
106	MSTRG.56368.4
24	MSTRG.56391.7
825	MSTRG.56399.1
128	MSTRG.56399.2
24075	MSTRG.56845.19
91	MSTRG.56881.4
5769	MSTRG.57099.10
28	MSTRG.57128.3
27	MSTRG.57195.1
885	MSTRG.57453.2
31	MSTRG.57568.31
71	MSTRG.57568.33
27	MSTRG.57568.38
27	MSTRG.57568.8
32	MSTRG.57724.10
47	MSTRG.57724.13
39	MSTRG.57724.5
39	MSTRG.57870.1
1963	MSTRG.57963.1
3040	MSTRG.58007.11
3040	MSTRG.58007.8
3040	MSTRG.58007.9
41	MSTRG.58045.18
24	MSTRG.58156.103
38	MSTRG.58156.46
27	MSTRG.58156.66
27	MSTRG.58156.68
25	MSTRG.58156.76
56	MSTRG.58169.4
73	MSTRG.582.94
22	MSTRG.58221.21
2137	MSTRG.58470.1
882	MSTRG.58470.3
34	MSTRG.58470.7
97	MSTRG.58470.8
67	MSTRG.58470.9
22	MSTRG.58473.3
89	MSTRG.58488.22
24	MSTRG.58497.17
42	MSTRG.58497.18
45	MSTRG.58681.6
2073	MSTRG.58685.27
49	MSTRG.59003.12
1075	MSTRG.59003.9
38	MSTRG.593.4
32	MSTRG.60113.18
60	MSTRG.60117.5
40	MSTRG.60190.10
77	MSTRG.60190.14
35	MSTRG.6040.11
39	MSTRG.6040.12
32	MSTRG.6040.16
36	MSTRG.60405.27
91	MSTRG.6041.1
29	MSTRG.60618.17
36	MSTRG.60631.1
141	MSTRG.60631.10
71	MSTRG.60631.11
71	MSTRG.60631.12
176	MSTRG.60631.13
36	MSTRG.60631.14
176	MSTRG.60631.15
176	MSTRG.60631.17
36	MSTRG.60631.18
141	MSTRG.60631.19
36	MSTRG.60631.2
36	MSTRG.60631.20
36	MSTRG.60631.23
106	MSTRG.60631.3
71	MSTRG.60631.4
36	MSTRG.60631.5
36	MSTRG.60631.6
106	MSTRG.60631.7
36	MSTRG.60631.8
36	MSTRG.60631.9
276	MSTRG.6068.2
96	MSTRG.60691.1
127	MSTRG.60691.23
846	MSTRG.60694.200
846	MSTRG.60694.64
86	MSTRG.6075.7
281	MSTRG.60849.10
2619	MSTRG.60849.13
244	MSTRG.60952.3
89	MSTRG.6110.3
606	MSTRG.6112.11
36	MSTRG.6122.6
33	MSTRG.6135.3
682	MSTRG.61639.14
136	MSTRG.61648.8
56	MSTRG.61710.3
57	MSTRG.62204.2
45	MSTRG.62212.2
40	MSTRG.62212.3
44	MSTRG.62212.5
43	MSTRG.62219.3
1702	MSTRG.62219.6
68	MSTRG.62337.1
66	MSTRG.62337.10
46	MSTRG.62337.11
72	MSTRG.62337.12
27	MSTRG.62337.13
29	MSTRG.62337.14
28	MSTRG.62337.15
48	MSTRG.62337.16
72	MSTRG.62337.17
38	MSTRG.62337.2
66	MSTRG.62337.20
37	MSTRG.62337.22
66	MSTRG.62337.23
63	MSTRG.62337.24
33	MSTRG.62337.25
35	MSTRG.62337.26
71	MSTRG.62337.29
27	MSTRG.62337.3
60	MSTRG.62337.30
63	MSTRG.62337.31
74	MSTRG.62337.32
70	MSTRG.62337.36
67	MSTRG.62337.4
73	MSTRG.62337.43
69	MSTRG.62337.5
32	MSTRG.62337.6
23	MSTRG.62337.7
49	MSTRG.62337.9
639	MSTRG.6244.28
30	MSTRG.62442.1
83	MSTRG.62463.28
86	MSTRG.6247.6
1067	MSTRG.62571.2
108	MSTRG.62589.1
135	MSTRG.6316.1
27	MSTRG.63307.6
28	MSTRG.63307.8
54	MSTRG.63390.10
261	MSTRG.63398.3
3887	MSTRG.63532.10
40	MSTRG.63620.2
22	MSTRG.6367.21
1547	MSTRG.6369.25
1544	MSTRG.6369.26
1454	MSTRG.6369.27
27	MSTRG.63715.9
7394	MSTRG.63738.1
15468	MSTRG.63738.10
729	MSTRG.63738.12
729	MSTRG.63738.13
23	MSTRG.63915.22
41	MSTRG.63915.6
69	MSTRG.63928.5
121	MSTRG.63928.6
97	MSTRG.63928.7
27	MSTRG.63937.10
27	MSTRG.63963.1
26	MSTRG.63963.2
24	MSTRG.63963.3
25	MSTRG.63963.4
28	MSTRG.63963.5
540	MSTRG.63992.2
608	MSTRG.63992.5
47	MSTRG.640.4
377	MSTRG.64047.19
24	MSTRG.64047.9
134	MSTRG.64130.1
28	MSTRG.64130.5
36	MSTRG.64132.5
34	MSTRG.64200.14
73	MSTRG.64200.16
695	MSTRG.64203.4
67	MSTRG.64220.22
121	MSTRG.64331.16
121	MSTRG.64331.8
96	MSTRG.64357.3
62	MSTRG.64357.8
1979	MSTRG.64406.18
853	MSTRG.64445.1
44	MSTRG.64445.26
91	MSTRG.64464.1
421	MSTRG.64464.8
47	MSTRG.64955.2
48	MSTRG.64955.4
36	MSTRG.64955.5
517	MSTRG.65032.8
23	MSTRG.65074.12
23	MSTRG.65115.1
162	MSTRG.65115.2
36	MSTRG.65115.3
36	MSTRG.65115.5
92	MSTRG.65135.10
1391	MSTRG.65135.3
990	MSTRG.65135.5
2026	MSTRG.65135.8
92	MSTRG.65135.9
70	MSTRG.65213.22
86	MSTRG.65278.31
73	MSTRG.65278.38
576	MSTRG.65310.9
258	MSTRG.6536.9
137	MSTRG.65419.23
32	MSTRG.65419.3
74	MSTRG.65430.20
2941	MSTRG.65611.19
1418	MSTRG.65771.20
378	MSTRG.65974.13
195	MSTRG.65974.15
22	MSTRG.65976.16
26	MSTRG.660.8
24	MSTRG.66015.11
144	MSTRG.66200.7
27	MSTRG.66231.2
77	MSTRG.66472.36
87	MSTRG.66476.30
87	MSTRG.66476.40
87	MSTRG.66476.54
87	MSTRG.66476.55
79	MSTRG.66482.7
33	MSTRG.66502.21
38	MSTRG.66506.2
40	MSTRG.66517.6
36	MSTRG.66557.25
1981	MSTRG.66567.1
28	MSTRG.66626.121
377	MSTRG.66653.28
484	MSTRG.66665.10
90	MSTRG.66680.3
91	MSTRG.66732.2
29	MSTRG.66760.2
65	MSTRG.66775.2
29	MSTRG.66801.25
51	MSTRG.66801.27
35	MSTRG.66856.11
1052	MSTRG.66856.2
98	MSTRG.66856.8
44	MSTRG.66864.12
27	MSTRG.66864.24
186	MSTRG.66869.10
2581	MSTRG.66869.16
190	MSTRG.66869.3
186	MSTRG.66869.4
2581	MSTRG.66869.6
31	MSTRG.66904.13
47	MSTRG.66904.14
149	MSTRG.66904.7
1395	MSTRG.66908.11
108	MSTRG.66940.10
31	MSTRG.66940.5
60	MSTRG.66965.5
30	MSTRG.67107.11
6547	MSTRG.67304.10
5377	MSTRG.67304.11
6547	MSTRG.67304.13
6547	MSTRG.67304.6
5377	MSTRG.67304.8
6547	MSTRG.67304.9
40	MSTRG.67547.11
29	MSTRG.67547.7
48	MSTRG.67733.6
2342	MSTRG.67739.15
38	MSTRG.67916.7
2803	MSTRG.67929.4
245	MSTRG.68218.19
1223	MSTRG.68218.9
47	MSTRG.685.4
30	MSTRG.68520.4
54	MSTRG.68532.2
75	MSTRG.68550.4
399	MSTRG.68566.11
303	MSTRG.68566.9
46	MSTRG.68713.9
26	MSTRG.68799.17
35	MSTRG.68799.21
43	MSTRG.68799.35
60	MSTRG.68799.39
33	MSTRG.68799.46
1634	MSTRG.68824.3
42	MSTRG.68935.3
22	MSTRG.68935.5
23	MSTRG.68935.6
17425	MSTRG.69019.11
1056	MSTRG.69145.1
9609	MSTRG.69145.5
426	MSTRG.69145.7
1056	MSTRG.69145.8
33	MSTRG.69201.1
109	MSTRG.69305.6
2044	MSTRG.69330.2
148	MSTRG.69457.1
29	MSTRG.69457.10
1248	MSTRG.69591.1
104	MSTRG.6971.5
104	MSTRG.6971.8
335	MSTRG.69819.3
35	MSTRG.69965.13
117	MSTRG.69965.23
276	MSTRG.6997.1
65	MSTRG.69979.1
83	MSTRG.69979.2
33	MSTRG.69979.4
7743	MSTRG.70039.1
2040	MSTRG.70039.11
4016	MSTRG.70039.13
1534	MSTRG.70039.15
2004	MSTRG.70039.18
2038	MSTRG.70039.19
2040	MSTRG.70039.20
5645	MSTRG.70039.5
1534	MSTRG.70039.8
26	MSTRG.7005.5
102	MSTRG.70050.4
66	MSTRG.70225.4
2208	MSTRG.70233.1
2196	MSTRG.70233.10
2208	MSTRG.70233.11
2208	MSTRG.70233.13
2208	MSTRG.70233.14
2196	MSTRG.70233.17
2196	MSTRG.70233.20
1068	MSTRG.70233.4
2208	MSTRG.70233.5
2208	MSTRG.70233.6
2208	MSTRG.70233.7
71	MSTRG.70239.2
434	MSTRG.70334.50
52	MSTRG.70397.14
23	MSTRG.70397.17
41	MSTRG.70413.3
23	MSTRG.70533.3
5001	MSTRG.70790.10
3782	MSTRG.70790.3
24	MSTRG.70819.12
33	MSTRG.70819.14
119	MSTRG.70821.10
1391	MSTRG.71001.1
1366	MSTRG.71048.35
591	MSTRG.71048.37
22	MSTRG.71048.39
200	MSTRG.71048.40
173	MSTRG.71305.3
970	MSTRG.71305.4
56	MSTRG.71341.15
69	MSTRG.71341.22
93	MSTRG.71341.23
22	MSTRG.71341.24
38	MSTRG.71341.25
21517	MSTRG.71364.24
21371	MSTRG.71364.31
21517	MSTRG.71364.32
18177	MSTRG.71364.33
6265	MSTRG.71364.57
6367	MSTRG.71364.58
6265	MSTRG.71364.61
6265	MSTRG.71364.63
6265	MSTRG.71364.64
6367	MSTRG.71364.65
6265	MSTRG.71364.67
6265	MSTRG.71364.70
6265	MSTRG.71364.72
1365	MSTRG.714.12
102	MSTRG.714.14
32	MSTRG.714.24
1382	MSTRG.714.4
42	MSTRG.714.9
36	MSTRG.71406.29
17461	MSTRG.71545.11
12171	MSTRG.71545.12
2087	MSTRG.71545.38
12171	MSTRG.71545.4
4185	MSTRG.71545.41
1940	MSTRG.71545.48
1323	MSTRG.71545.52
1323	MSTRG.71545.53
12171	MSTRG.71545.9
711	MSTRG.71563.50
35	MSTRG.71730.7
169	MSTRG.71745.4
73	MSTRG.71745.5
40	MSTRG.71900.10
22	MSTRG.71900.2
31	MSTRG.71900.6
58	MSTRG.72160.10
39	MSTRG.72160.21
323	MSTRG.72197.9
43	MSTRG.72214.19
31	MSTRG.72214.20
22	MSTRG.72219.2
41	MSTRG.7230.4
25	MSTRG.72308.18
65	MSTRG.72311.6
214	MSTRG.72311.7
156	MSTRG.72323.14
23	MSTRG.72327.18
29	MSTRG.72331.1
25	MSTRG.72331.12
86	MSTRG.72331.14
27	MSTRG.72331.15
37	MSTRG.72331.18
25	MSTRG.72331.19
38	MSTRG.72331.22
65	MSTRG.72331.23
112	MSTRG.72331.27
57	MSTRG.72331.30
2408	MSTRG.7234.2
69	MSTRG.72806.111
49	MSTRG.72806.88
47	MSTRG.72806.97
25	MSTRG.72836.11
64	MSTRG.72855.2
33	MSTRG.72855.21
39	MSTRG.72855.26
65	MSTRG.72855.9
29	MSTRG.72876.9
24	MSTRG.72889.6
31	MSTRG.72920.6
141	MSTRG.72920.7
39	MSTRG.72975.18
47	MSTRG.72996.1
74	MSTRG.73020.9
76	MSTRG.73039.2
29	MSTRG.73054.14
96	MSTRG.73235.101
96	MSTRG.73235.105
267	MSTRG.73235.106
1198	MSTRG.73235.108
326	MSTRG.73235.109
951	MSTRG.73235.112
951	MSTRG.73235.113
852	MSTRG.73235.114
3191	MSTRG.73235.115
3450	MSTRG.73235.117
1810	MSTRG.73235.118
2499	MSTRG.73235.120
326	MSTRG.73235.121
2053	MSTRG.73235.122
4638	MSTRG.73235.123
